,video_x,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,MOS_x,content,resolution,bitrate,bitrate_mu,AQ,is_AQ_test,level,reference,video_y,MOS_y,DMOS
322,HNNA-102_res720_mu1500_sigma300_rate1142_aqOn.yuv,59,70,60,56,29,67,39,70,66,62,55,51,44,54,27,48,49,74,69,37,46,36,48,51,56,50,80,45,46,54,79,64,53,79,62,43,43,54.62162162,HNNA-102,720p,1142,1500,On,FALSE,720p_1500,HNNA-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,HNNA-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,55.5,0.878378378
323,HNNA-102_res2160_mu1000_sigma100_rate941_aqOn.yuv,21,25,14,28,,42,6,31,32,56,34,36,37,21,15,17,23,8,4,34,10,7,2,38,22,26,25,25,4,21,23,15,8,33,26,11,19,22.19444444,HNNA-102,2160p,941,1000,On,FALSE,2160p_1000,HNNA-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,HNNA-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,55.5,33.30555556
324,Disney_res2160_mu1000_sigma100_rate870_aqOn.yuv,29,25,25,40,,19,17,29,35,50,59,57,55,26,9,26,22,26,28,49,26,31,77,42,25,36,32,45,29,11,29,15,35,50,19,27,18,32.58333333,Disney,2160p,870,1000,On,FALSE,2160p_1000,Disney_res2160_mu100000_sigma0_rate100000_aqOn.yuv,Disney_res2160_mu100000_sigma0_rate100000_aqOn.yuv,69.66666667,37.08333333
325,Disney_res720_mu1500_sigma100_rate1486_aqOn.yuv,64,71,34,56,,35,27,11,52,72,65,,76,50,27,50,36,68,52,61,50,49,51,42,39,51,48,46,44,53,28,53,65,55,54,32,40,48.77142857,Disney,720p,1486,1500,On,FALSE,720p_1500,Disney_res2160_mu100000_sigma0_rate100000_aqOn.yuv,Disney_res2160_mu100000_sigma0_rate100000_aqOn.yuv,69.66666667,20.8952381
326,Disney_res600_mu800_sigma50_rate928_aqOn.yuv,67,64,3,47,25,58,25,15,69,43,60,,59,32,19,38,38,48,74,47,32,26,79,36,40,35,50,49,46,44,57,41,62,61,40,13,47,44.13888889,Disney,600p,928,800,On,FALSE,600p_800,Disney_res2160_mu100000_sigma0_rate100000_aqOn.yuv,Disney_res2160_mu100000_sigma0_rate100000_aqOn.yuv,69.66666667,25.52777778
327,Disney_res1080_mu5400_sigma300_rate4925_aqOn.yuv,68,67,53,79,72,67,59,70,73,80,98,83,74,43,40,52,50,44,69,70,80,71,77,61,70,76,73,50,25,57,83,78,72,100,65,74,44,66.67567568,Disney,1080p,4925,5400,On,FALSE,1080p_5400,Disney_res2160_mu100000_sigma0_rate100000_aqOn.yuv,Disney_res2160_mu100000_sigma0_rate100000_aqOn.yuv,69.66666667,2.990990991
328,Disney_res1080_mu1200_sigma100_rate1108_aqOn.yuv,47,74,38,40,20,52,1,32,44,60,56,67,57,26,12,42,16,31,24,42,14,45,43,35,47,51,51,46,39,36,43,30,63,60,47,51,47,41.32432432,Disney,1080p,1108,1200,On,FALSE,1080p_1200,Disney_res2160_mu100000_sigma0_rate100000_aqOn.yuv,Disney_res2160_mu100000_sigma0_rate100000_aqOn.yuv,69.66666667,28.34234234
329,Disney_res2160_mu3000_sigma300_rate2951_aqOn.yuv,42,69,36,57,58,41,30,22,50,66,80,68,73,66,12,35,64,37,26,57,49,66,47,53,43,43,53,41,54,44,57,58,74,54,55,62,53,51.21621622,Disney,2160p,2951,3000,On,FALSE,2160p_3000,Disney_res2160_mu100000_sigma0_rate100000_aqOn.yuv,Disney_res2160_mu100000_sigma0_rate100000_aqOn.yuv,69.66666667,18.45045045
330,Disney_res1080_mu500_sigma100_rate311_aqOn.yuv,33,12,10,32,,16,18,19,19,29,45,50,39,14,5,46,14,10,2,33,1,3,36,34,52,13,29,24,19,14,5,21,25,14,28,26,4,22.05555556,Disney,1080p,311,500,On,FALSE,1080p_500,Disney_res2160_mu100000_sigma0_rate100000_aqOn.yuv,Disney_res2160_mu100000_sigma0_rate100000_aqOn.yuv,69.66666667,47.61111111
331,Disney_res2160_mu11200_sigma300_rate11453_aqOn.yuv,71,49,76,78,99,55,64,37,74,78,68,81,90,69,48,56,85,50,68,73,88,67,74,65,80,81,75,62,45,75,76,74,75,76,68,76,73,70.24324324,Disney,2160p,11453,11200,On,FALSE,2160p_11200,Disney_res2160_mu100000_sigma0_rate100000_aqOn.yuv,Disney_res2160_mu100000_sigma0_rate100000_aqOn.yuv,69.66666667,-0.576576577
334,MOLV-102_res2160_mu1000_sigma100_rate1035_aqOn.yuv,49,48,39,61,,24,33,49,39,49,61,51,48,43,23,44,26,68,29,27,37,27,66,47,55,35,51,35,16,36,40,58,64,42,70,24,60,43.72222222,MOLV-102,2160p,1035,1000,On,FALSE,2160p_1000,MOLV-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,MOLV-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,66.56756757,22.84534535
335,MOLV-102_res2160_mu3000_sigma300_rate3214_aqOn.yuv,80,74,78,64,72,74,64,82,69,68,88,68,78,65,39,76,61,83,75,76,83,70,82,63,70,57,70,72,68,52,85,76,91,92,56,56,85,71.94594595,MOLV-102,2160p,3214,3000,On,FALSE,2160p_3000,MOLV-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,MOLV-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,66.56756757,-5.378378378
336,MOLV-102_res720_mu1500_sigma300_rate1598_aqOn.yuv,82,100,59,70,74,69,42,20,76,59,93,70,83,49,30,54,32,83,97,49,49,49,60,57,78,49,68,75,39,55,73,64,92,82,33,55,81,63.51351351,MOLV-102,720p,1598,1500,On,FALSE,720p_1500,MOLV-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,MOLV-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,66.56756757,3.054054054
337,MOLV-102_res1080_mu500_sigma100_rate385_aqOn.yuv,36,25,10,37,10,30,8,23,21,49,33,,26,28,4,29,13,23,4,49,39,6,49,43,19,26,22,27,2,6,17,37,27,47,27,26,37,25.41666667,MOLV-102,1080p,385,500,On,FALSE,1080p_500,MOLV-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,MOLV-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,66.56756757,41.1509009
338,MOLV-102_res1080_mu5400_sigma300_rate5504_aqOn.yuv,79,67,62,77,,82,65,69,73,72,84,76,85,61,59,77,55,85,98,72,100,77,74,60,80,64,62,79,33,72,62,86,69,84,58,74,92,72.88888889,MOLV-102,1080p,5504,5400,On,FALSE,1080p_5400,MOLV-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,MOLV-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,66.56756757,-6.321321321
339,MOLV-102_res600_mu800_sigma200_rate799_aqOn.yuv,78,37,65,70,51,58,24,66,49,67,83,,76,43,47,37,36,61,38,44,62,32,63,42,46,69,58,52,25,48,43,54,70,75,38,48,77,53.66666667,MOLV-102,600p,799,800,On,FALSE,600p_800,MOLV-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,MOLV-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,66.56756757,12.9009009
340,MOLV-102_res2160_mu11200_sigma300_rate11279_aqOn.yuv,80,81,56,61,69,51,76,77,73,74,85,86,92,64,63,58,78,78,99,84,76,80,80,61,87,75,65,79,78,61,81,80,83,78,65,56,88,74.54054054,MOLV-102,2160p,11279,11200,On,FALSE,2160p_11200,MOLV-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,MOLV-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,66.56756757,-7.972972973
341,MOLV-102_res1080_mu1200_sigma100_rate1304_aqOn.yuv,67,56,62,68,36,62,63,58,74,80,95,50,80,46,45,43,59,49,76,78,32,50,79,56,71,51,51,62,53,57,63,69,58,66,37,57,85,60.64864865,MOLV-102,1080p,1304,1200,On,FALSE,1080p_1200,MOLV-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,MOLV-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,66.56756757,5.918918919
342,EXPA-504_res1080_mu1200_sigma100_rate1064_aqOn.yuv,50,27,32,65,33,56,35,80,74,73,78,57,74,38,33,49,34,37,32,65,41,49,78,40,36,45,49,42,49,44,57,38,84,66,57,32,69,51.2972973,EXPA-504,1080p,1064,1200,On,FALSE,1080p_1200,EXPA-504_res2160_mu100000_sigma0_rate100000_aqOn.yuv,EXPA-504_res2160_mu100000_sigma0_rate100000_aqOn.yuv,76.64864865,25.35135135
343,EXPA-504_res1080_mu500_sigma100_rate487_aqOn.yuv,44,26,11,44,26,14,19,22,27,78,63,33,38,23,21,20,26,28,1,43,25,11,66,30,60,40,24,6,21,6,37,22,18,26,22,11,42,29.02702703,EXPA-504,1080p,487,500,On,FALSE,1080p_500,EXPA-504_res2160_mu100000_sigma0_rate100000_aqOn.yuv,EXPA-504_res2160_mu100000_sigma0_rate100000_aqOn.yuv,76.64864865,47.62162162
344,EXPA-504_res2160_mu1000_sigma100_rate1057_aqOn.yuv,79,44,27,47,26,19,35,50,47,32,61,64,49,44,34,31,58,35,11,52,29,33,59,43,50,50,40,35,57,24,33,34,50,37,30,31,62,41.67567568,EXPA-504,2160p,1057,1000,On,FALSE,2160p_1000,EXPA-504_res2160_mu100000_sigma0_rate100000_aqOn.yuv,EXPA-504_res2160_mu100000_sigma0_rate100000_aqOn.yuv,76.64864865,34.97297297
345,EXPA-504_res720_mu1500_sigma300_rate1819_aqOn.yuv,79,46,54,64,65,56,49,43,64,69,78,51,82,55,58,52,64,25,75,76,45,49,75,54,69,66,47,50,46,54,56,58,84,49,65,42,84,59.40540541,EXPA-504,720p,1819,1500,On,FALSE,720p_1500,EXPA-504_res2160_mu100000_sigma0_rate100000_aqOn.yuv,EXPA-504_res2160_mu100000_sigma0_rate100000_aqOn.yuv,76.64864865,17.24324324
347,EXPA-504_res1080_mu5400_sigma300_rate4934_aqOn.yuv,81,74,26,79,60,75,65,59,65,79,85,66,86,65,47,72,85,62,63,63,68,72,78,65,77,55,62,75,90,62,69,79,85,82,59,50,84,69.43243243,EXPA-504,1080p,4934,5400,On,FALSE,1080p_5400,EXPA-504_res2160_mu100000_sigma0_rate100000_aqOn.yuv,EXPA-504_res2160_mu100000_sigma0_rate100000_aqOn.yuv,76.64864865,7.216216216
348,EXPA-504_res600_mu800_sigma200_rate1058_aqOn.yuv,55,26,34,63,,61,38,38,44,59,72,41,56,42,9,37,12,25,26,61,26,38,75,53,54,32,53,39,60,44,24,48,59,57,56,28,57,44.5,EXPA-504,600p,1058,800,On,FALSE,600p_800,EXPA-504_res2160_mu100000_sigma0_rate100000_aqOn.yuv,EXPA-504_res2160_mu100000_sigma0_rate100000_aqOn.yuv,76.64864865,32.14864865
349,EXPA-504_res2160_mu3000_sigma300_rate2899_aqOn.yuv,77,78,40,69,,64,79,49,69,67,78,74,73,50,74,44,56,88,73,79,50,60,83,49,88,73,62,49,70,58,64,69,74,76,62,92,87,67.97222222,EXPA-504,2160p,2899,3000,On,FALSE,2160p_3000,EXPA-504_res2160_mu100000_sigma0_rate100000_aqOn.yuv,EXPA-504_res2160_mu100000_sigma0_rate100000_aqOn.yuv,76.64864865,8.676426426
350,EXPA-504_res2160_mu11200_sigma300_rate11055_aqOn.yuv,63,90,61,88,70,69,58,77,78,80,97,87,81,49,71,59,72,84,79,90,87,73,65,66,90,78,76,66,86,66,83,69,92,99,67,63,88,76.13513514,EXPA-504,2160p,11055,11200,On,FALSE,2160p_11200,EXPA-504_res2160_mu100000_sigma0_rate100000_aqOn.yuv,EXPA-504_res2160_mu100000_sigma0_rate100000_aqOn.yuv,76.64864865,0.513513514
351,CHMA-313_res720_mu1500_sigma300_rate1692_aqOn.yuv,78,84,63,61,54,50,22,46,71,69,61,78,67,49,33,51,45,60,50,66,56,31,89,54,82,72,50,57,85,59,38,70,45,72,65,58,74,59.86486486,CHMA-313,720p,1692,1500,On,FALSE,720p_1500,CHMA-313_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CHMA-313_res2160_mu100000_sigma0_rate100000_aqOn.yuv,83.89189189,24.02702703
352,CHMA-313_res600_mu800_sigma200_rate550_aqOn.yuv,48,43,24,36,14,57,26,22,50,48,58,57,46,41,24,25,15,13,25,61,26,11,44,41,56,50,37,23,40,29,34,48,26,49,64,24,32,36.94594595,CHMA-313,600p,550,800,On,FALSE,600p_800,CHMA-313_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CHMA-313_res2160_mu100000_sigma0_rate100000_aqOn.yuv,83.89189189,46.94594595
353,CHMA-313_res2160_mu11200_sigma300_rate11234_aqOn.yuv,87,85,75,87,,94,95,49,78,74,74,87,95,70,88,75,93,98,100,92,100,75,99,72,89,83,92,98,86,79,89,85,81,82,70,73,95,84.55555556,CHMA-313,2160p,11234,11200,On,FALSE,2160p_11200,CHMA-313_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CHMA-313_res2160_mu100000_sigma0_rate100000_aqOn.yuv,83.89189189,-0.663663664
354,CHMA-313_res1080_mu5400_sigma300_rate5497_aqOn.yuv,82,74,88,65,60,84,88,79,72,85,81,77,85,63,57,72,61,95,70,84,73,81,100,81,87,77,85,76,91,78,74,78,76,92,82,93,77,79,CHMA-313,1080p,5497,5400,On,FALSE,1080p_5400,CHMA-313_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CHMA-313_res2160_mu100000_sigma0_rate100000_aqOn.yuv,83.89189189,4.891891892
356,CHMA-313_res2160_mu1000_sigma100_rate878_aqOn.yuv,42,1,7,20,7,36,3,11,7,31,56,50,27,35,14,34,13,9,8,44,13,4,1,23,38,21,23,6,13,1,3,29,3,1,33,4,2,18.18918919,CHMA-313,2160p,878,1000,On,FALSE,2160p_1000,CHMA-313_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CHMA-313_res2160_mu100000_sigma0_rate100000_aqOn.yuv,83.89189189,65.7027027
357,CHMA-313_res2160_mu3000_sigma300_rate3122_aqOn.yuv,75,70,73,77,,83,48,65,79,84,100,74,86,63,63,68,89,73,74,79,65,69,92,66,71,79,73,52,61,56,40,96,76,80,63,84,85,73.08333333,CHMA-313,2160p,3122,3000,On,FALSE,2160p_3000,CHMA-313_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CHMA-313_res2160_mu100000_sigma0_rate100000_aqOn.yuv,83.89189189,10.80855856
358,CHMA-313_res1080_mu500_sigma100_rate376_aqOn.yuv,22,2,6,15,,27,12,31,7,13,22,28,30,19,8,7,3,1,1,30,1,4,17,25,7,25,18,1,5,1,16,10,5,1,38,9,14,13.36111111,CHMA-313,1080p,376,500,On,FALSE,1080p_500,CHMA-313_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CHMA-313_res2160_mu100000_sigma0_rate100000_aqOn.yuv,83.89189189,70.53078078
359,CHMA-313_res1080_mu1200_sigma100_rate1091_aqOn.yuv,53,27,52,35,22,34,15,58,47,56,64,32,61,42,16,34,27,30,29,66,28,41,41,51,37,36,31,37,31,43,15,57,84,60,32,40,68,41.40540541,CHMA-313,1080p,1091,1200,On,FALSE,1080p_1200,CHMA-313_res2160_mu100000_sigma0_rate100000_aqOn.yuv,CHMA-313_res2160_mu100000_sigma0_rate100000_aqOn.yuv,83.89189189,42.48648649
360,Wot-2_res2160_mu1000_sigma100_rate853_aqOn.yuv,49,25,12,23,,11,10,32,12,44,67,14,35,30,5,19,21,33,2,25,4,6,14,25,25,24,16,10,21,13,10,34,25,26,26,5,15,21.33333333,Wot-2,2160p,853,1000,On,TRUE,2160p_1000,Wot-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,Wot-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,68.36111111,47.02777778
361,Wot-2_res2160_mu3000_sigma300_rate3149_aqOn.yuv,59,49,37,50,28,43,17,73,64,68,66,29,59,48,24,27,28,74,29,63,49,50,50,49,72,71,51,40,44,41,64,76,62,81,33,41,76,50.94594595,Wot-2,2160p,3149,3000,On,TRUE,2160p_3000,Wot-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,Wot-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,68.36111111,17.41516517
362,Wot-2_res1080_mu500_sigma100_rate483_aqOn.yuv,25,48,18,49,5,32,4,11,12,11,80,15,30,16,2,20,16,32,20,30,1,3,11,20,33,23,23,23,9,5,10,20,14,25,26,19,53,21.45945946,Wot-2,1080p,483,500,On,TRUE,1080p_500,Wot-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,Wot-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,68.36111111,46.90165165
363,Wot-2_res1080_mu1200_sigma100_rate1272_aqOff.yuv,75,26,37,68,37,35,36,48,69,68,61,65,82,44,6,46,32,76,65,65,37,25,18,60,59,48,55,47,19,49,42,64,58,60,40,34,73,49.43243243,Wot-2,1080p,1272,1200,Off,TRUE,1080p_1200,Wot-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,Wot-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,68.36111111,18.92867868
364,Wot-2_res720_mu1500_sigma100_rate1329_aqOn.yuv,47,37,36,53,49,61,30,45,41,74,81,58,31,63,9,50,41,77,11,43,47,49,35,46,43,52,69,52,45,55,52,37,52,72,31,35,63,47.89189189,Wot-2,720p,1329,1500,On,TRUE,720p_1500,Wot-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,Wot-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,68.36111111,20.46921922
366,Wot-2_res2160_mu11200_sigma300_rate10931_aqOn.yuv,79,73,56,56,,61,33,85,67,77,73,55,71,59,58,56,46,73,49,71,93,63,62,62,83,71,61,57,45,62,68,85,52,73,56,95,75,65.58333333,Wot-2,2160p,10931,11200,On,TRUE,2160p_11200,Wot-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,Wot-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,68.36111111,2.777777778
367,Wot-2_res720_mu1500_sigma100_rate1329_aqOff.yuv,46,45,42,34,46,33,1,71,38,69,59,51,69,38,5,60,31,66,27,44,50,39,44,59,61,55,54,45,49,40,45,63,52,55,34,19,63,46,Wot-2,720p,1329,1500,Off,TRUE,720p_1500,Wot-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,Wot-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,68.36111111,22.36111111
368,Wot-2_res600_mu800_sigma50_rate824_aqOff.yuv,71,75,43,44,,44,31,41,54,75,60,68,70,46,24,31,47,75,36,64,74,36,44,63,42,53,57,46,40,39,35,52,51,77,57,31,71,51.86111111,Wot-2,600p,824,800,Off,TRUE,600p_800,Wot-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,Wot-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,68.36111111,16.5
369,Wot-2_res600_mu800_sigma50_rate824_aqOn.yuv,65,49,39,54,38,42,28,69,63,32,65,67,49,48,24,42,48,69,49,44,41,49,25,54,44,71,41,47,41,46,65,65,49,49,28,26,70,48.51351351,Wot-2,600p,824,800,On,TRUE,600p_800,Wot-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,Wot-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,68.36111111,19.8475976
370,Wot-2_res1080_mu5400_sigma300_rate5207_aqOn.yuv,64,73,64,67,,46,41,49,78,85,78,59,83,63,49,58,52,81,60,74,100,68,84,66,68,79,69,52,46,54,89,77,81,99,60,74,81,68.63888889,Wot-2,1080p,5207,5400,On,TRUE,1080p_5400,Wot-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,Wot-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,68.36111111,-0.277777778
371,Wot-2_res1080_mu1200_sigma100_rate1272_aqOn.yuv,69,68,29,64,,66,39,32,74,66,64,54,82,37,17,51,51,81,23,62,77,54,37,54,74,75,52,38,42,63,38,57,69,41,36,48,91,54.86111111,Wot-2,1080p,1272,1200,On,TRUE,1080p_1200,Wot-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,Wot-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,68.36111111,13.5
372,Wot-2_res2160_mu3000_sigma300_rate3149_aqOff.yuv,69,40,17,63,26,43,42,24,46,67,56,67,41,31,30,55,28,62,46,53,36,36,40,54,36,82,53,49,32,49,56,72,64,79,33,48,67,48.43243243,Wot-2,2160p,3149,3000,Off,TRUE,2160p_3000,Wot-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,Wot-2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,68.36111111,19.92867868
373,COVT-110_res2160_mu1000_sigma100_rate1069_aqOn.yuv,40,49,31,29,35,32,19,48,36,43,43,39,38,40,5,30,21,30,16,29,25,25,50,38,36,29,40,44,33,18,20,32,33,34,50,7,20,32.08108108,COVT-110,2160p,1069,1000,On,FALSE,2160p_1000,COVT-110_res2160_mu100000_sigma0_rate100000_aqOn.yuv,COVT-110_res2160_mu100000_sigma0_rate100000_aqOn.yuv,72.54054054,40.45945946
374,COVT-110_res1080_mu1200_sigma100_rate1101_aqOn.yuv,64,32,32,46,,38,21,50,46,50,63,39,61,49,27,49,23,27,22,28,26,11,60,41,35,49,37,45,36,32,33,40,36,56,36,27,62,39.69444444,COVT-110,1080p,1101,1200,On,FALSE,1080p_1200,COVT-110_res2160_mu100000_sigma0_rate100000_aqOn.yuv,COVT-110_res2160_mu100000_sigma0_rate100000_aqOn.yuv,72.54054054,32.8460961
375,COVT-110_res720_mu1500_sigma300_rate906_aqOn.yuv,56,48,38,51,31,38,12,16,37,61,66,54,71,49,13,61,10,10,24,43,35,26,57,54,64,44,37,50,36,29,38,58,60,40,45,32,35,41.32432432,COVT-110,720p,906,1500,On,FALSE,720p_1500,COVT-110_res2160_mu100000_sigma0_rate100000_aqOn.yuv,COVT-110_res2160_mu100000_sigma0_rate100000_aqOn.yuv,72.54054054,31.21621622
376,COVT-110_res1080_mu500_sigma100_rate578_aqOn.yuv,56,36,27,38,25,32,24,9,38,41,48,31,50,35,24,18,8,5,4,36,2,7,45,34,46,37,43,48,21,35,32,34,37,28,21,4,21,29.18918919,COVT-110,1080p,578,500,On,FALSE,1080p_500,COVT-110_res2160_mu100000_sigma0_rate100000_aqOn.yuv,COVT-110_res2160_mu100000_sigma0_rate100000_aqOn.yuv,72.54054054,43.35135135
377,COVT-110_res2160_mu3000_sigma300_rate2853_aqOn.yuv,75,62,50,43,80,82,38,31,70,65,65,61,63,38,47,43,35,42,55,43,49,43,66,62,57,61,69,58,56,44,56,77,36,65,40,50,78,55.54054054,COVT-110,2160p,2853,3000,On,FALSE,2160p_3000,COVT-110_res2160_mu100000_sigma0_rate100000_aqOn.yuv,COVT-110_res2160_mu100000_sigma0_rate100000_aqOn.yuv,72.54054054,17
378,COVT-110_res1080_mu5400_sigma300_rate5625_aqOn.yuv,58,85,41,71,96,73,61,42,64,75,81,67,84,57,48,63,66,91,68,51,98,65,83,65,74,70,66,71,79,74,57,79,77,77,45,78,78,69.67567568,COVT-110,1080p,5625,5400,On,FALSE,1080p_5400,COVT-110_res2160_mu100000_sigma0_rate100000_aqOn.yuv,COVT-110_res2160_mu100000_sigma0_rate100000_aqOn.yuv,72.54054054,2.864864865
379,COVT-110_res2160_mu11200_sigma300_rate11920_aqOn.yuv,62,73,58,49,,90,81,70,78,78,85,80,82,60,62,83,73,69,79,77,76,83,86,64,89,79,79,73,67,86,81,84,89,52,64,87,80,75.22222222,COVT-110,2160p,11920,11200,On,FALSE,2160p_11200,COVT-110_res2160_mu100000_sigma0_rate100000_aqOn.yuv,COVT-110_res2160_mu100000_sigma0_rate100000_aqOn.yuv,72.54054054,-2.681681682
381,COVT-110_res600_mu800_sigma200_rate1094_aqOn.yuv,51,39,44,59,,40,27,22,50,43,64,46,66,57,25,44,32,53,28,42,36,27,51,38,43,45,48,52,47,33,36,26,53,49,33,44,47,42.77777778,COVT-110,600p,1094,800,On,FALSE,600p_800,COVT-110_res2160_mu100000_sigma0_rate100000_aqOn.yuv,COVT-110_res2160_mu100000_sigma0_rate100000_aqOn.yuv,72.54054054,29.76276276
383,Disney-3_res2160_mu11200_sigma300_rate10955_aqOn.yuv,79,45,74,53,94,83,64,17,73,73,66,73,93,63,76,62,67,76,46,31,99,74,75,77,79,80,78,74,52,48,77,90,81,60,39,51,63,67.7027027,Disney-3,2160p,10955,11200,On,FALSE,2160p_11200,Disney-3_res2160_mu100000_sigma0_rate100000_aqOn.yuv,Disney-3_res2160_mu100000_sigma0_rate100000_aqOn.yuv,68,0.297297297
384,Disney-3_res600_mu800_sigma200_rate1056_aqOn.yuv,80,50,40,38,58,38,27,21,48,62,93,61,75,50,19,55,47,60,25,47,53,42,50,42,40,26,44,47,35,44,45,60,40,53,53,50,29,47.21621622,Disney-3,600p,1056,800,On,FALSE,600p_800,Disney-3_res2160_mu100000_sigma0_rate100000_aqOn.yuv,Disney-3_res2160_mu100000_sigma0_rate100000_aqOn.yuv,68,20.78378378
385,Disney-3_res1080_mu500_sigma100_rate475_aqOn.yuv,16,25,17,24,3,34,13,6,21,47,27,40,33,29,2,19,1,23,5,19,14,5,17,25,45,26,26,29,42,11,9,17,19,56,36,19,17,22.08108108,Disney-3,1080p,475,500,On,FALSE,1080p_500,Disney-3_res2160_mu100000_sigma0_rate100000_aqOn.yuv,Disney-3_res2160_mu100000_sigma0_rate100000_aqOn.yuv,68,45.91891892
386,Disney-3_res2160_mu1000_sigma100_rate819_aqOn.yuv,24,14,12,17,,21,6,48,49,27,39,28,35,21,7,8,8,14,1,24,7,5,1,29,58,16,28,36,5,6,15,15,18,14,21,5,1,18.97222222,Disney-3,2160p,819,1000,On,FALSE,2160p_1000,Disney-3_res2160_mu100000_sigma0_rate100000_aqOn.yuv,Disney-3_res2160_mu100000_sigma0_rate100000_aqOn.yuv,68,49.02777778
387,Disney-3_res2160_mu3000_sigma300_rate3097_aqOn.yuv,81,73,34,49,39,82,34,54,61,61,74,69,83,49,36,58,39,42,50,61,62,53,60,60,60,60,58,59,41,57,45,74,57,74,35,75,62,57.32432432,Disney-3,2160p,3097,3000,On,FALSE,2160p_3000,Disney-3_res2160_mu100000_sigma0_rate100000_aqOn.yuv,Disney-3_res2160_mu100000_sigma0_rate100000_aqOn.yuv,68,10.67567568
388,Disney-3_res1080_mu1200_sigma100_rate1293_aqOn.yuv,44,27,44,57,,75,23,28,53,52,92,48,74,68,47,30,45,50,48,60,38,39,49,59,78,64,59,38,50,43,46,73,76,63,50,65,62,53.25,Disney-3,1080p,1293,1200,On,FALSE,1080p_1200,Disney-3_res2160_mu100000_sigma0_rate100000_aqOn.yuv,Disney-3_res2160_mu100000_sigma0_rate100000_aqOn.yuv,68,14.75
389,Disney-3_res1080_mu5400_sigma300_rate5404_aqOn.yuv,77,79,76,56,,62,75,52,80,73,85,70,92,66,57,67,95,88,77,65,65,58,55,62,72,68,56,68,46,60,76,72,63,77,52,67,68,68.80555556,Disney-3,1080p,5404,5400,On,FALSE,1080p_5400,Disney-3_res2160_mu100000_sigma0_rate100000_aqOn.yuv,Disney-3_res2160_mu100000_sigma0_rate100000_aqOn.yuv,68,-0.805555556
390,Disney-3_res720_mu1500_sigma300_rate2255_aqOn.yuv,61,50,72,51,41,58,22,48,59,74,70,67,84,62,31,58,51,62,27,52,49,39,45,57,60,48,50,64,52,48,43,73,78,43,59,51,77,55.02702703,Disney-3,720p,2255,1500,On,FALSE,720p_1500,Disney-3_res2160_mu100000_sigma0_rate100000_aqOn.yuv,Disney-3_res2160_mu100000_sigma0_rate100000_aqOn.yuv,68,12.97297297
